,geometry,osid,theme,changetype,name1_text,name2_text,roadlinkid,description,versiondate,name1_language,name2_language,routehierarchy,geometry_length_m,alternatename1_text,alternatename2_text,capturespecification,versionavailabletodate,alternatename1_language,alternatename2_language,roadclassificationnumber,versionavailablefromdate,presenceofpavement_source,presenceofpavement_sideofroad,presenceofpavement_updatedate,presenceofpavement_evidencedate,presenceofpavement_capturemethod,presenceofpavement_averagewidth_m,presenceofpavement_minimumwidth_m,distance_to_point,bearing_to_point,site
73,"LINESTRING (370245.692125267 428082.6235592433, 370263.48785087356 428071.6842974473, 370263.83601722354 428071.4706803531, 370263.8557301035 428071.4594285028, 370305.4319842299 428045.9047477776)",adeeb877-d234-4a6b-8462-6089113590d1,Transport,New,Hozier Street,,4e9edf17-16ff-4da2-bd75-7a95e84fd655,Pavement,2023-09-14,,,Local Road,70.125,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-05-07,Automated Process,1.84,1.18,48.99161626286042,38.44499146974334,BLAR
74,"LINESTRING (370319.3339235171 428097.7425509186, 370320.0747974572 428086.6894684478, 370320.5110510516 428075.43805082445)",b26b7f1b-efac-4ec2-ba8a-3b83ead1f2f7,Transport,New,Carluke Street,,325d787a-8f42-4136-af51-700c96fc41ce,Pavement,2023-12-08,,,Local Road,22.335,,,Urban,,,,,2023-12-09T00:00:00Z,Ordnance Survey,Right,2023-12-04,2022-08-11,Automated Process,1.9,1.05,90.69581108329687,41.67833919931377,BLAR
75,"LINESTRING (370274.82434235315 427974.33523893857, 370282.8219311825 427980.2146055276, 370283.351987744 427980.6006496169, 370284.7854420753 427982.0045575496, 370287.38685994287 427984.5470347187)",b2f1673a-29f7-4a24-b264-887f8f4260a4,Transport,New,Audley Range,,5cf99c03-642c-43db-9ad6-9ecbabb9f5d8,Pavement,2023-09-14,,,Minor Road,16.225,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-24,Automated Process,3.47,1.05,59.337344114262436,158.73808000624228,BLAR
76,"LINESTRING (370332.0659343792 427981.13634621317, 370335.07696126314 427980.6832840317, 370356.0753834153 427980.6833852059, 370394.0749569601 427983.6910588412, 370418.20972607046 427986.36409766146)",b71869b4-8f6a-4ef5-a7d5-ed8609fefe06,Transport,Modified Attributes,Accrington Road,,07935e30-3195-42d1-886c-56534efc5d32,Pavement,2024-02-06,,,A Road,86.443,,,Urban,,,,A679,2024-02-07T00:00:00Z,Ordnance Survey,Left,2024-02-02,2018-05-07,Automated Process,2.93,0.93,98.18139070421523,155.62573112645077,BLAR
77,"LINESTRING (370305.4319842299 428045.9047477776, 370312.1391937668 428041.7898707889)",b9412e5d-4af1-4dda-9d47-109e7901bb57,Transport,New,Hozier Street,,c50efafc-7631-48e3-b1aa-f6b7b956f3ce,Pavement,2023-09-14,,,Local Road,7.871,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-05-07,Automated Process,1.49,1.08,64.05668364667761,79.16551201498817,BLAR
78,"LINESTRING (370234.42905066814 428090.0053260926, 370239.07700139604 428086.68231427285, 370245.58696674724 428082.6798609175)",bb88e7af-6326-4507-9cd1-3f9708ffcac7,Transport,Modified Attributes,Hozier Street,,982d4faf-b7a4-4fae-b374-cefd9d7d7b29,Pavement,2023-11-10,,,Local Road,13.355,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2020-04-24,Automated Process,1.81,1.02,56.911380809429055,356.29168926236366,BLAR
79,"LINESTRING (370288.58307916846 427972.51193963236, 370295.3984492382 427953.25352094334)",c299a581-5d47-497a-8d42-f01c2d02b4c1,Transport,Modified Attributes,Delph Lane,,3bc3a5ec-4e24-40b5-8779-a4d499450a1c,Pavement,2023-11-10,,,Local Road,20.424,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2020-04-24,Automated Process,2.28,1.34,69.06448770069898,169.75759251577506,BLAR
80,"LINESTRING (370180.6550172122 427975.458846546, 370183.2650503009 427976.2432629744)",c37f2402-3f38-4007-aab5-e5c3d6de8bab,Transport,New,,,f385a6a0-d277-4cea-95de-599a21cbc8c8,Pavement,2023-09-14,,,Secondary Access Road,2.72,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-05-07,Automated Process,1.98,1.31,78.85409288968,205.19919575164445,BLAR
81,"LINESTRING (370171.853639165 427972.8225302022, 370174.8138355652 427973.7048405211)",c467693a-f4d2-473c-9fcd-6b1bc2846bda,Transport,Modified Attributes,,,2fc971ff-1dd2-4a17-a2d2-569399d083c5,Pavement,2023-11-10,,,Secondary Access Road,3.089,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2022-08-11,Automated Process,1.81,1.45,87.0881890856045,203.52271271783852,BLAR
82,"LINESTRING (370257.7033529491 428131.5804149688, 370251.6160540948 428122.2175236065)",c5c700a1-8c72-4f21-8246-c9d0219599e5,Transport,New,Burgess Street,,a7b75fd5-fd3c-4c8f-8bc2-1c1f110a02d2,Pavement,2023-09-14,,,Local Road,11.168,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-08-11,Automated Process,1.63,1.15,96.69426110065301,0.5507911422895972,BLAR
83,"LINESTRING (370278.68416848476 427987.03909327916, 370279.07809180196 427984.68894528004, 370278.8312596485 427983.21072526823, 370278.81062535295 427983.0773416158, 370278.14557463955 427979.0983776528)",c60dfc68-8c1e-4153-bd66-b3581e6e7a58,Transport,Modified Attributes,Audley Range,,b3cce7dd-b0af-4bba-a6a1-910fccd8cad7,Pavement,2023-11-10,,,Minor Road,8.049,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2018-05-07,Automated Process,1.53,1.16,51.584711783734946,156.44736222992776,BLAR
84,"LINESTRING (370190.0257401631 427946.42621950584, 370195.0789760968 427947.684594624, 370263.04241740453 427969.68163018196)",cac54b0b-a40a-4475-8765-ddfc51b6f969,Transport,Modified Attributes,Audley Range,,8b15c7b4-3576-427d-bcbd-8024607ca9c8,Pavement,2023-11-10,,,Minor Road,76.647,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2020-04-24,Automated Process,2.39,1.28,59.0422276194419,182.62355037654407,BLAR
85,"LINESTRING (370250.88904584426 428013.32948990026, 370269.68807915447 428002.4839970361)",cc8afb28-8e52-4666-8527-d153d8741124,Transport,New,Accrington Road,,190ea85a-5e09-4a0d-8f91-a182c690fa10,Pavement,2023-09-14,,,A Road,21.705,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-24,Automated Process,2.41,1.46,13.936868568041964,143.97156623011472,BLAR
86,"LINESTRING (370250.88904584426 428013.32948990026, 370269.68807915447 428002.4839970361)",d0592ce0-ab7b-4218-934f-918320f1d442,Transport,New,Accrington Road,,190ea85a-5e09-4a0d-8f91-a182c690fa10,Pavement,2023-09-14,,,A Road,21.705,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,2.38,1.4,13.936868568041964,143.97156623011472,BLAR
87,"LINESTRING (370180.91930370685 427975.5350418956, 370183.30468970886 427976.25413600646)",d45c50e4-e066-4154-bd2f-48f9b83187ac,Transport,New,,,f385a6a0-d277-4cea-95de-599a21cbc8c8,Pavement,2023-09-14,,,Secondary Access Road,2.488,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,1.84,1.25,78.8164219238665,205.22088530213853,BLAR
88,"LINESTRING (370186.6286079994 428014.46272010345, 370188.6583306787 428013.1924886755)",d5c1c57d-d576-4ea9-be3c-1258b32bb065,Transport,New,,,d6537c2a-c080-42d0-8893-8839a9694a27,Pavement,2023-09-14,,,Secondary Access Road,2.394,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,1.84,1.2,57.35895458339475,247.78066667187966,BLAR
89,"LINESTRING (370257.98496460944 427971.8946003199, 370263.075391061 427969.68142010225)",d7f9ad38-fe5e-4169-9667-544b5a158f29,Transport,New,,,7bb5e7b3-64a8-40ab-9ca5-5848ed5a45cb,Pavement,2023-09-14,,,Secondary Access Road,5.552,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-05-07,Automated Process,2.33,0.79,55.51493347899211,173.25288750804066,BLAR
90,"LINESTRING (370177.49672968744 427976.602776848, 370171.0760311599 427997.68355658336)",d84d2db0-3d74-4003-9990-bf54fa0df612,Transport,Modified Attributes,Longton Street,,9d24fb64-60ab-4e2e-b43d-82ca47b03280,Pavement,2023-11-10,,,Local Road,22.033,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2018-05-07,Automated Process,2.31,1.01,78.72682040208036,218.19152863766496,BLAR
91,"LINESTRING (370155.7465525229 428140.609326364, 370230.02304716565 428093.00413790403)",dc3fe6fe-aa0e-4883-bdfa-4653d0005d09,Transport,Modified Attributes,Hozier Street,,c25007b5-7926-4182-8c7b-74dc76beb922,Pavement,2023-11-10,,,Local Road,88.229,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2004-10-28,Automated Process,3.28,1.12,68.79385231644063,349.6218345856127,BLAR
92,"LINESTRING (370245.692125267 428082.6235592433, 370263.48785087356 428071.6842974473, 370305.4319842299 428045.9047477776)",e33b9dfe-992f-40c4-adbd-c8c90eb118e0,Transport,New,Hozier Street,,4e9edf17-16ff-4da2-bd75-7a95e84fd655,Pavement,2023-09-14,,,Local Road,70.125,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2020-04-24,Automated Process,2.08,1.1,48.99072605213627,38.445094332166605,BLAR
93,"LINESTRING (370233.83816544793 428090.4207659835, 370239.07700139604 428086.68231427285, 370245.692125267 428082.6235592433)",e3fb3e74-b233-4263-98f7-da2c6606b32a,Transport,Modified Attributes,Hozier Street,,982d4faf-b7a4-4fae-b374-cefd9d7d7b29,Pavement,2023-11-10,,,Local Road,14.197,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2018-05-07,Automated Process,1.94,1.11,56.85697333184786,356.1149023336544,BLAR
94,"LINESTRING (370230.00090091355 428088.49814512336, 370219.07812294085 428071.6892960011)",e5467ac2-e504-403a-ab61-317050e99228,Transport,New,Burgess Street,,f5e5957d-9e80-4571-8430-ba0a382b8818,Pavement,2023-09-14,,,Local Road,20.047,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-24,Automated Process,1.57,1.02,52.53898026871197,341.8419795045351,BLAR
95,"LINESTRING (370324.681889045 427982.54069084395, 370328.07286147674 427981.6846633742, 370331.5651603785 427981.2062868783)",e9dae987-eb69-45ae-bdcc-9611be0a4c49,Transport,New,Accrington Road,,830856c9-5c7b-4547-bad1-6f720783deee,Pavement,2023-09-14,,,A Road,7.02,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2001-08-07,Automated Process,3.98,0.88,90.99059643414843,147.11852508641658,BLAR
96,"LINESTRING (370283.351987744 427980.6006496169, 370283.46480626793 427980.71119386493, 370286.05296531244 427983.2426284625, 370288.88001835335 427986.0061950864)",ebcf4b18-5147-4a0d-9616-50c35f994e81,Transport,New,Audley Range,,5cf99c03-642c-43db-9ad6-9ecbabb9f5d8,Pavement,2023-09-14,,,Minor Road,7.73,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,1.18,1.18,59.37880517711543,152.84031773392178,BLAR
97,"LINESTRING (370214.6190000325 428074.6328297986, 370217.28525488474 428072.86899308243)",ecf48267-a42f-42c5-bbfb-4d71ea137327,Transport,Modified Attributes,,,0a569553-c872-420a-80f8-d4cf7c13dd5f,Pavement,2023-11-10,,,Secondary Access Road,3.196,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2018-05-07,Automated Process,1.32,1.14,54.450548002684684,330.9394617483644,BLAR
98,"LINESTRING (370299.3088715789 427986.35149185674, 370318.1857284049 427983.5611080793)",ed24dd83-37c0-402a-b14d-9a5584efe86a,Transport,Modified Attributes,Accrington Road,,fb0b32e5-d233-452d-8352-cba7702912b0,Pavement,2023-11-10,,,A Road,19.087,,,Urban,,,,A679,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2020-04-24,Automated Process,4.27,0.88,67.41839680804505,144.88235808808508,BLAR
99,"LINESTRING (370326.09527291066 428005.68543733226, 370343.0706870983 428005.6888055501, 370345.0755405813 428005.6871931838, 370350.07405290444 428007.69154115557, 370355.0720208065 428011.6874971078)",f18408d4-6568-46ee-ba28-519e458cee4b,Transport,New,Monmouth Road,,08bc1215-aa44-4d4e-8bf7-81eed7ca96b7,Pavement,2023-09-14,,,Local Road,30.764,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-08-11,Automated Process,2.49,1.18,83.9160866655799,123.80325967900052,BLAR
100,"LINESTRING (370324.0760950659 427982.6891837972, 370328.07286147674 427981.6846633742, 370332.0659343792 427981.13634621317)",f23e5304-9005-44b5-9e05-23335787b552,Transport,New,Accrington Road,,830856c9-5c7b-4547-bad1-6f720783deee,Pavement,2023-09-14,,,A Road,8.153,,,Urban,,,,A679,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-05-07,Automated Process,3.16,0.93,90.38713925030383,147.09121956296383,BLAR
101,"LINESTRING (370236.91516266443 428099.2910223297, 370234.39042681217 428095.32392317476)",f2c8fabd-cc1f-42c1-bfb2-87a9860a516e,Transport,New,Burgess Street,,2c6be611-687f-4cf0-b99a-9b1be88ffa22,Pavement,2023-09-14,,,Local Road,4.701,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-05-07,Automated Process,1.9,1.11,70.29549594015135,354.91910040668745,BLAR
102,"LINESTRING (370274.82434235315 427974.33523893857, 370287.63072320237 427975.19942921936)",f330525c-74dc-4bbb-9679-7e4a6cfe05c4,Transport,Modified Attributes,Audley Range,,3084a4f0-b2e8-4d02-a698-1bd9e01cc157,Pavement,2023-11-10,,,Minor Road,12.833,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2020-04-24,Automated Process,2.18,1.17,59.653478222435474,162.60743740616772,BLAR
103,"LINESTRING (370185.6831739595 427950.08111523907, 370180.07775392645 427967.6852815823, 370178.63280561526 427972.7458335485)",fa346435-5f1d-46f5-a070-34f5b6ce9558,Transport,New,Longton Street,,cd4ff310-ffb7-4298-bc98-3caf2860d11e,Pavement,2023-09-14,,,Local Road,23.742,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-05-07,Automated Process,2.28,1.31,84.65552310638692,190.69850630571688,BLAR
104,"LINESTRING (370277.0895399361 427997.60806300596, 370278.0742440889 427990.6812622745, 370279.07809180196 427984.68894528004, 370278.0770060757 427978.6871428983, 370274.82434235315 427974.33523893857)",fcc047dc-8ee7-4195-8b09-68e535214146,Transport,Modified Attributes,Audley Range,,b3cce7dd-b0af-4bba-a6a1-910fccd8cad7,Pavement,2023-11-10,,,Minor Road,24.588,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2018-05-07,Automated Process,4.04,0.96,42.98552432863132,154.53396628649898,BLAR
105,"LINESTRING (370295.50857748644 427952.94128498505, 370297.50393643905 427947.29870266595)",ff0e642f-c05d-4939-8742-62b342a704bc,Transport,New,Delph Lane,,66f97c8f-9c7e-4065-ac30-b10dc0cbf2e6,Pavement,2023-09-14,,,Local Road,5.988,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2001-08-07,Automated Process,1.75,1.5,88.85192171262781,179.90257259669,BLAR
106,"LINESTRING (370213.9820235035 428075.0596925777, 370217.272136707 428072.8802030459)",ff3be876-3853-4587-81da-b0e373eecbf7,Transport,New,,,0a569553-c872-420a-80f8-d4cf7c13dd5f,Pavement,2023-11-10,,,Secondary Access Road,3.946,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2022-08-11,Automated Process,1.6,1.26,54.46682880880703,330.82071533926444,BLAR
0,"LINESTRING (519895.3318957353 197281.63883147103, 519816.60072730226 197290.75478603132)",02ba08ea-fc39-4885-81e8-56b34a27457a,Transport,New,Meadow Road,,ff3be5f0-63a3-43b3-8e49-c7d1bf8b51f0,Pavement,2023-11-10,,,Local Road,79.255,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2018-11-16,Automated Process,2.08,0.81,99.86230876112441,74.89955701556204,BDMP
1,"LINESTRING (519816.60072730226 197290.75478603132, 519812.78418307716 197291.198438243)",17b19a53-2cbe-4cac-a81f-2b5b86a54821,Transport,New,Meadow Road,,2959da36-8f96-4938-be0e-386e194d0b30,Pavement,2023-09-14,,,Local Road,3.845,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-11-16,Automated Process,1.39,1.39,97.06322832708081,115.83218712845905,BDMP
2,"LINESTRING (519812.78418307716 197291.198438243, 519801.68859725405 197292.48216620053)",3ef55f5c-6b58-433d-97d7-b79762190318,Transport,New,Meadow Road,,03c47d3a-c27e-4261-86dd-f8fbc5e38b63,Pavement,2023-09-14,,,Local Road,11.17,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-11-16,Automated Process,1.61,0.81,89.37204988379905,123.2776307699686,BDMP
3,"LINESTRING (519816.60072730226 197290.75478603132, 519812.78418307716 197291.198438243)",a0c98320-5502-400d-bd4f-54018759cc95,Transport,New,Meadow Road,,2959da36-8f96-4938-be0e-386e194d0b30,Pavement,2023-09-14,,,Local Road,3.845,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-11-16,Automated Process,1.71,1.11,97.06322832708081,115.83218712845905,BDMP
4,"LINESTRING (519892.4867659359 197281.97193592275, 519816.60072730226 197290.75478603132)",bb5ff84f-61af-44ad-b559-5e92d79542bf,Transport,Modified Attributes,Meadow Road,,ff3be5f0-63a3-43b3-8e49-c7d1bf8b51f0,Pavement,2023-11-10,,,Local Road,76.392,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2018-11-16,Automated Process,2.12,1.23,99.86230876112441,76.30622867434437,BDMP
5,"LINESTRING (519812.78418307716 197291.198438243, 519801.68859725405 197292.48216620053)",e2251f7f-a472-40b4-81bf-d70ef8b5aefa,Transport,New,Meadow Road,,03c47d3a-c27e-4261-86dd-f8fbc5e38b63,Pavement,2023-09-14,,,Local Road,11.17,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-11-16,Automated Process,1.68,1.06,89.37204988379905,123.2776307699686,BDMP
0,"LINESTRING (415869.4453535477 430636.84182692226, 415872.6419166959 430625.11460353574)",0305bf9e-fa43-4beb-98a3-c579bfad861a,Transport,Modified Attributes,Manchester Road,,9824b21c-eb3b-44d6-b552-b1cae226e404,Pavement,2023-11-10,,,A Road,12.156,,,Urban,,,,A641,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2014-10-02,Automated Process,0.93,0.93,80.42866083925215,342.6328277226061,BDMA
1,"LINESTRING (415960.3381957416 430540.5522339975, 415982.7816282966 430530.648185701, 415999.7839664744 430525.65461914125, 416011.8872732886 430521.20077855326)",09356673-121f-4a50-9c69-32a465569f0b,Transport,New,Mayo Avenue,,336736e4-167d-4cba-8e06-d08af2980eca,Pavement,2023-09-14,,,A Road Primary,55.142,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-05-15,Automated Process,2.94,0.86,41.410308265518104,128.9242284845808,BDMA
2,"LINESTRING (415860.7860250099 430614.91662823723, 415864.9869658321 430610.26894547464)",149fa94e-5e93-46a5-83f7-82bd5e542c70,Transport,Modified Attributes,Mayo Avenue,,0b6cdf07-a66b-49bb-a9af-0704ea59b03d,Pavement,2023-11-10,,,A Road Primary,6.265,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-10-02,Automated Process,1.91,1.04,77.48642188289054,322.8154046461352,BDMA
3,"LINESTRING (415937.4126611174 430537.1146276733, 415937.5488924825 430537.76039892994, 415937.7047465839 430538.45074070734, 415938.2823635529 430541.1118186349)",1536b279-2d76-420f-b0dd-9fca8af4b348,Transport,New,,,67f8ac10-f46a-4b53-816c-c3cd0c489208,Pavement,2023-09-14,,,Restricted Local Access Road,4.101,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-05-15,Automated Process,1.06,0.88,29.67210589339022,167.93060108062207,BDMA
4,"LINESTRING (415821.7568408407 430655.30658601515, 415830.6797083208 430649.8068861505, 415831.3798011517 430649.3753205745, 415845.7709651921 430634.7372725607, 415857.4764794436 430619.0888921545)",1d367ec9-2d19-44e8-b78b-d2c088c55049,Transport,Modified Attributes,Mayo Avenue,,b410274e-fb1f-41da-92ce-67a725b9b145,Pavement,2023-11-10,,,A Road Primary,51.372,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-10-02,Automated Process,6.02,0.91,88.56552707750986,348.39208498546,BDMA
5,"LINESTRING (415869.4453535477 430636.84182692226, 415874.03661465005 430620.01244174456)",27f23c12-0208-4b85-9de6-145e0aeee18f,Transport,Modified Attributes,Manchester Road,,9824b21c-eb3b-44d6-b552-b1cae226e404,Pavement,2023-11-10,,,A Road,17.445,,,Urban,,,,A641,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-10-02,Automated Process,2.66,1.41,75.96225191915401,340.30070306180414,BDMA
6,"LINESTRING (416047.65942234 430650.3957012361, 416010.56363864284 430582.96811245463)",38b5db36-4b64-4d67-a727-b043ad07a857,Transport,New,Raymond Street,,99781e4b-8901-48c4-bbb4-58c0fd160fe9,Pavement,2023-09-14,,,Local Road,76.955,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-04-21,Automated Process,1.5,1.27,80.49703763874089,33.042287386046496,BDMA
7,"LINESTRING (416009.3910644659 430580.83905556786, 416004.4649532093 430571.8881147411)",3929ffde-1986-44e5-8332-3ca24457da20,Transport,New,Raymond Street,,5d9155ab-ae11-47f1-ba29-fbb10b9c4fd5,Pavement,2023-09-14,,,Local Road,10.217,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.34,0.93,73.35879138120302,75.70494197708689,BDMA
8,"LINESTRING (415854.26644032105 430613.27030098555, 415851.0634965727 430613.18165109097)",397399f6-31e6-4d29-9e4f-f16e87f88865,Transport,New,Manchester Road,,ca5690b6-168d-4340-acaf-abc2d7bb3b35,Pavement,2023-09-14,,,A Road,3.205,,,Urban,,,,A641,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,1.24,1.2,88.25296253917642,322.6448752615683,BDMA
9,"LINESTRING (415865.781492961 430622.91081040085, 415864.5154670967 430621.1152570117)",3a8f7e4c-ca61-4025-aac1-77b6d3256ceb,Transport,Modified Attributes,Manchester Road,,bb189005-be9d-4b06-a1a1-eca1bda3facf,Pavement,2023-11-10,,,A Road,2.2,,,Urban,,,,A641,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-10-02,Automated Process,0.79,0.79,84.02311321182117,332.8822278516302,BDMA
10,"LINESTRING (415945.3393353066 430535.89530739805, 415942.4318011611 430534.1943171412)",454cb582-2cde-4275-935f-1f4ef530df14,Transport,New,,,5b3abc39-89bd-4982-afdc-d6a528b3cfc3,Pavement,2023-09-14,,,Restricted Local Access Road,3.362,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.26,1.25,36.861953408453026,160.58359075058866,BDMA
11,"LINESTRING (415846.7335736509 430613.06696393853, 415847.904809785 430611.6912699756, 415848.4606566063 430611.03670119273)",460b0a14-ad30-4289-9eb7-d88e0aed63c3,Transport,Modified Attributes,Mayo Avenue,,4ac79778-0457-44ea-a19c-eac7b46d9d7d,Pavement,2023-11-10,,,A Road Primary,2.668,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-10-02,Automated Process,1.96,1.48,92.33699414267194,321.3802501033631,BDMA
12,"LINESTRING (415952.5930134732 430554.36683031847, 415984.7540016756 430541.8365508538)",46b95268-0f5a-4114-a58f-011f14afc7fd,Transport,New,Mayo Avenue,,2ccfefc6-806d-41a4-aa2c-00f2c7d2a112,Pavement,2023-11-10,,,A Road Primary,34.519,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-10-02,Automated Process,2.74,1.1,26.497543247539813,119.44854518862809,BDMA
13,"LINESTRING (415868.78440568567 430606.05382449983, 415875.2744170918 430598.86598947877, 415885.3495392884 430589.85444124986)",4818f192-bac6-46fb-becb-66df2394d3eb,Transport,New,Mayo Avenue,,29c82328-32e5-46ae-8e57-ed8d0e73217c,Pavement,2023-09-14,,,A Road Primary,23.202,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,1.26,1.06,49.93899828897982,309.1944204892298,BDMA
14,"LINESTRING (415832.6427967327 430628.51821898005, 415839.1634340272 430621.9979998589, 415846.7335736509 430613.06696393853)",48b0a841-9806-4a3c-aacc-6590d3fee799,Transport,New,Mayo Avenue,,48abebc1-3932-4855-8b33-67a115c4c88f,Pavement,2023-09-14,,,A Road Primary,20.934,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,3.5,0.62,94.79338553011928,330.62886674235324,BDMA
15,"LINESTRING (415932.16000947845 430562.33075638744, 415952.5930134732 430554.36683031847)",49b7f20f-ecb7-4b7b-a710-92f409d948c0,Transport,New,Mayo Avenue,,c0834256-1535-4d29-bbf8-bb1bd323a028,Pavement,2023-09-14,,,A Road Primary,21.932,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,2.47,1.1,7.64823681551829,135.3225618798615,BDMA
16,"LINESTRING (416011.8872732886 430521.20077855326, 416014.1178571213 430520.38502577774)",50443d3f-a184-4ea7-a33c-45cf9b9e3856,Transport,New,Mayo Avenue,,4172f937-7732-43a5-9e3b-30af0ab0d31a,Pavement,2023-09-14,,,A Road Primary,2.379,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,1.19,1.19,94.3071432113688,129.9077554970466,BDMA
17,"LINESTRING (415874.03661465005 430620.01244174456, 415874.33024945256 430618.9342034515, 415876.45617830404 430608.07121064025, 415879.99520607496 430598.39233862946, 415885.3495392884 430589.85444124986)",5123daa0-9cae-4de2-8ece-a53a929dfc47,Transport,New,Manchester Road,,5bacd7bf-69f2-4290-8e93-d7fcc961b4ee,Pavement,2023-09-14,,,A Road,32.565,,,Urban,,,,A641,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,2.85,1.38,49.93899828897982,317.333358057109,BDMA
